,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
3424,Color,John Herzfeld,30.0,97.0,17.0,1000.0,10000.0,23000.0,49273374.48434442,Action|Crime|Thriller,12078,37457,31.0,English,USA,R,22000000.0,2007.0,5.9,2.35,0
3425,Color,Charles Binamé,20.0,124.0,2.0,23.0,265.0,413.0,49273374.48434442,Biography|Drama|Sport,4412,733,31.0,French,Canada,PG,8000000.0,2005.0,7.7,2.35,520
3426,Color,Keith Parmer,21.0,96.0,2.0,600.0,920.0,31000.0,49273374.48434442,Action|Crime|Drama|Thriller,1965,33858,24.0,English,USA,R,8000000.0,2014.0,4.6,2.108651610017889,438
3428,Color,Ol Parker,85.0,90.0,21.0,112.0,119.0,186.0,671240.0,Comedy|Drama|Romance,23023,619,149.0,English,UK,R,7900000.0,2005.0,6.9,2.35,0
3429,Color,Bruce Beresford,5.0,104.0,78.0,189.0,206.0,502.0,49273374.48434442,Drama,63,1546,5.0,English,USA,PG-13,8000000.0,2016.0,8.0,2.35,205
3430,Color,François Ozon,160.0,102.0,341.0,15.0,521.0,844.0,10105505.0,Crime|Drama|Mystery|Thriller,35065,1389,288.0,English,France,R,41280976.73635523,2003.0,6.8,1.85,0
3431,Color,James Nunn,25.0,93.0,16.0,376.0,524.0,1000.0,49273374.48434442,Action|Drama,3740,2284,13.0,English,UK,R,41280976.73635523,2013.0,5.4,2.35,0
3432,Color,David Webb Peoples,21.0,90.0,73.0,26.0,643.0,848.0,882290.0,Action|Sci-Fi|Sport,4792,1526,43.0,English,Australia,R,10000000.0,1989.0,6.5,1.33,999
3433,Color,Michael Winnick,15.0,106.0,155.0,391.0,505.0,981.0,49273374.48434442,Action,662,2741,14.0,English,USA,R,8000000.0,2016.0,4.2,2.108651610017889,689
3434,Color,Bruce Beresford,61.0,99.0,78.0,325.0,509.0,11000.0,106593296.0,Comedy|Drama|Family,72324,12619,134.0,English,USA,PG,7500000.0,1989.0,7.4,1.85,3000
3435,Color,George Tillman Jr.,34.0,115.0,88.0,890.0,1000.0,1000.0,43490057.0,Comedy|Drama,5275,4737,30.0,English,USA,R,7500000.0,1997.0,6.9,1.85,508
3436,Color,Stanley Tong,62.0,89.0,7.0,36.0,147.0,186.0,32333860.0,Action|Comedy,29843,407,81.0,Cantonese,Hong Kong,R,7500000.0,1995.0,6.7,2.35,0
3438,Color,Jason Reitman,239.0,92.0,655.0,88.0,829.0,24000.0,24792061.0,Comedy|Drama,191998,25092,323.0,English,USA,R,6500000.0,2005.0,7.6,2.35,0
3439,Color,Eli Roth,252.0,94.0,0.0,658.0,683.0,1000.0,17544812.0,Horror,69989,4707,384.0,English,USA,R,10000000.0,2007.0,5.4,2.35,0
3440,Color,Lone Scherfig,278.0,100.0,92.0,221.0,766.0,3000.0,12574715.0,Drama,112138,4198,237.0,English,UK,PG-13,4500000.0,2009.0,7.3,2.35,12000
3441,Color,Anand Tucker,124.0,106.0,14.0,161.0,545.0,827.0,10281585.0,Drama|Romance,21225,1871,268.0,English,USA,R,41280976.73635523,2005.0,6.4,2.35,1000
3442,Color,Tony Richardson,9.0,109.0,62.0,518.0,552.0,584.0,5100000.0,Comedy|Drama|Romance,6595,2024,61.0,English,UK,R,7500000.0,1984.0,6.0,1.85,345
3443,Color,Joe Carnahan,127.0,105.0,248.0,147.0,466.0,673.0,10460089.0,Crime|Drama|Mystery|Thriller,34098,1442,214.0,English,USA,R,7500000.0,2002.0,7.2,1.85,1000
3444,Color,Paul Gross,9.0,102.0,329.0,280.0,329.0,611.0,4239767.0,Comedy|Drama|Romance|Sport,3709,1834,83.0,English,Canada,R,7500000.0,2002.0,6.0,1.85,0
3445,Color,Charles Robert Carner,35.0,97.0,18.0,742.0,749.0,834.0,4131640.0,Comedy|Crime,5463,4091,20.0,English,USA,PG-13,7500000.0,2008.0,3.1,1.85,140
3446,Color,Russell Holt,6.0,118.0,0.0,249.0,266.0,373.0,3347439.0,Drama|Romance,833,1233,33.0,English,USA,PG,7500000.0,2004.0,6.9,2.108651610017889,31
3447,Color,Mike Judge,192.0,92.0,406.0,968.0,15000.0,24000.0,10814185.0,Comedy|Crime|Romance,37530,41867,106.0,English,USA,R,8000000.0,2009.0,6.2,1.85,0
3448,Color,Larry Charles,51.0,112.0,119.0,844.0,844.0,12000.0,533344.0,Comedy|Drama|Music,3972,15396,95.0,English,USA,PG-13,41280976.73635523,2003.0,5.5,1.85,655
3450,Color,Michael Winterbottom,133.0,93.0,187.0,158.0,163.0,631.0,197148.0,Drama|Romance|Sci-Fi|Thriller,18109,1176,150.0,English,UK,R,7500000.0,2003.0,6.3,2.35,0
3452,Color,Paul Haggis,287.0,115.0,549.0,911.0,912.0,3000.0,54557348.0,Crime|Drama|Thriller,361169,5732,1624.0,English,Germany,R,6500000.0,2004.0,7.9,2.35,18000
3453,Color,Rodrigo García,222.0,113.0,127.0,373.0,415.0,3000.0,3014541.0,Drama,19616,4370,98.0,English,UK,R,8000000.0,2011.0,6.7,2.35,0
3456,Color,Vincent Paronnaud,242.0,89.0,10.0,106.0,545.0,963.0,4443403.0,Animation|Biography|Drama|War,70194,1754,158.0,French,France,PG-13,7300000.0,2007.0,8.0,1.85,14000
3457,Color,Joe Dante,147.0,92.0,287.0,664.0,708.0,844.0,49273374.48434442,Adventure|Fantasy|Thriller,19157,4099,69.0,English,USA,PG-13,12000000.0,2009.0,5.7,1.85,0
3459,Color,Nicolas Winding Refn,253.0,118.0,0.0,500.0,860.0,18000.0,1330827.0,Horror|Thriller,9866,19879,73.0,English,France,R,7000000.0,2016.0,7.0,2.35,0
3460,Color,Daniel Barber,224.0,97.0,12.0,641.0,698.0,788.0,1818681.0,Action|Crime|Drama|Thriller,74435,2486,224.0,English,UK,R,7300000.0,2009.0,7.2,2.35,0
3461,Color,Sam Raimi,392.0,156.0,0.0,4000.0,11000.0,24000.0,336530303.0,Action|Adventure|Romance,383071,46055,1902.0,English,USA,PG-13,258000000.0,2007.0,6.2,2.35,0
3462,Color,Robert Marcarelli,39.0,100.0,0.0,440.0,488.0,488.0,12610552.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,4682,2428,206.0,English,USA,PG-13,7500000.0,1999.0,3.5,1.37,129
3463,Color,Jason Reitman,387.0,96.0,655.0,973.0,3000.0,24000.0,143492840.0,Comedy|Drama|Romance,414335,28817,881.0,English,USA,PG-13,7500000.0,2007.0,7.5,1.85,10000
3464,Color,Ernie Barbarash,36.0,104.0,249.0,96.0,284.0,294.0,49273374.48434442,Action|Thriller,4099,835,29.0,English,Canada,R,7500000.0,2015.0,5.1,1.85,0
3465,Color,Guy Hamilton,120.0,120.0,82.0,175.0,177.0,244.0,43800000.0,Action|Adventure|Thriller,74249,1105,276.0,English,UK,GP,7200000.0,1971.0,6.7,2.35,0
3466,Color,Francis Ford Coppola,208.0,175.0,0.0,3000.0,10000.0,14000.0,134821952.0,Crime|Drama,1155770,28122,2238.0,English,USA,R,6000000.0,1972.0,9.2,1.85,43000
3467,Color,Adrian Lyne,51.0,95.0,213.0,92.0,174.0,225.0,94900000.0,Drama|Music|Romance,35172,791,128.0,English,USA,R,4000000.0,1983.0,6.1,1.85,0
3468,Color,Marc Webb,331.0,95.0,464.0,11000.0,17000.0,23000.0,32391374.0,Comedy|Drama|Romance,376600,54075,494.0,English,USA,PG-13,7500000.0,2009.0,7.7,2.35,40000
3469,Color,Jane Campion,83.0,121.0,319.0,11.0,18.0,1000.0,40158000.0,Drama|Music|Romance,63931,1051,241.0,English,New Zealand,R,7000000.0,1993.0,7.6,1.85,0
3470,Color,Steven Soderbergh,324.0,110.0,0.0,11000.0,15000.0,17000.0,113709992.0,Comedy|Drama,108843,46646,281.0,English,USA,R,7000000.0,2012.0,6.1,2.35,54000
3471,Color,Jonathan Liebesman,140.0,96.0,474.0,82.0,970.0,1000.0,32131483.0,Horror|Mystery|Thriller,25870,2212,369.0,English,USA,PG-13,11000000.0,2003.0,4.9,2.35,2000
3472,Color,Guy Hamilton,136.0,121.0,82.0,189.0,547.0,581.0,35400000.0,Action|Adventure|Thriller,74957,1865,251.0,English,UK,PG,7000000.0,1973.0,6.8,1.66,0
3473,Color,Jay Russell,79.0,95.0,13.0,430.0,934.0,1000.0,34099640.0,Drama|Family|Sport,16651,2515,149.0,English,USA,PG,5000000.0,2000.0,7.0,1.37,0
3474,Color,Adam Brooks,160.0,112.0,20.0,61.0,109.0,16000.0,31973840.0,Comedy|Drama|Romance,127760,16289,168.0,English,Germany,PG-13,41280976.73635523,2008.0,7.2,2.35,0
3475,Color,Salim Akil,52.0,112.0,70.0,826.0,912.0,1000.0,37295394.0,Comedy|Drama,7973,5959,59.0,English,USA,PG-13,6600000.0,2011.0,5.7,1.85,0
3476,Color,Baz Luhrmann,490.0,143.0,1000.0,76.0,509.0,29000.0,144812796.0,Drama|Romance,362933,29769,753.0,English,Australia,PG-13,105000000.0,2013.0,7.3,2.35,115000
3477, Black and White,George Clooney,351.0,93.0,0.0,566.0,650.0,21000.0,31501218.0,Biography|Drama|History,84070,22745,526.0,English,USA,PG,7500000.0,2005.0,7.5,1.85,0
3478,Color,Bennett Miller,271.0,110.0,152.0,27.0,68.0,22000.0,28747570.0,Biography|Crime|Drama,100571,22140,416.0,English,Canada,R,7000000.0,2005.0,7.4,2.35,0
3479,Color,Robert Rodriguez,93.0,104.0,0.0,4000.0,12000.0,16000.0,25625110.0,Action|Crime|Thriller,138707,33758,202.0,English,USA,R,7000000.0,1995.0,7.2,1.85,0
3480,Color,Michael Winterbottom,71.0,115.0,187.0,887.0,900.0,14000.0,403932.0,Drama|Romance|Western,5254,17104,92.0,English,UK,R,20000000.0,2000.0,6.5,2.35,141
3482,Color,Michael Anderson,112.0,119.0,23.0,440.0,659.0,1000.0,25000000.0,Action|Adventure|Sci-Fi,39847,2951,242.0,English,USA,PG,9000000.0,1976.0,6.8,2.35,0
3483,Color,Guy Hamilton,118.0,125.0,82.0,244.0,387.0,16000.0,21000000.0,Action|Adventure|Thriller,73950,17611,258.0,English,UK,PG,13000000.0,1974.0,6.8,1.66,2000
3484,Color,Craig R. Baxley,35.0,96.0,22.0,794.0,841.0,1000.0,20257000.0,Action|Comedy|Crime|Thriller,7569,5282,65.0,English,USA,R,7000000.0,1988.0,5.2,1.85,978
3485,Color,Neil Marshall,342.0,100.0,197.0,159.0,239.0,513.0,26005908.0,Adventure|Horror|Thriller,154938,1379,1100.0,English,UK,R,3500000.0,2005.0,7.2,2.35,10000
3487,Color,Matt Bettinelli-Olpin,137.0,89.0,14.0,270.0,479.0,971.0,15818967.0,Horror|Mystery,13913,2517,120.0,English,USA,R,7000000.0,2014.0,4.0,1.85,0
3488,Color,David O. Russell,50.0,92.0,737.0,380.0,524.0,718.0,14891000.0,Comedy,15088,2240,105.0,English,USA,R,7000000.0,1996.0,6.8,1.85,824
3489,Color,Rob Zombie,261.0,109.0,0.0,597.0,649.0,1000.0,16901126.0,Crime|Horror,76267,3544,687.0,English,USA,R,7000000.0,2005.0,6.9,1.85,0
3491,Color,Rick Famuyiwa,180.0,103.0,44.0,190.0,256.0,637.0,17474107.0,Comedy|Crime|Drama,56605,1342,89.0,English,USA,R,7000000.0,2015.0,7.3,2.35,23000
3492,Color,Michael Rymer,28.0,95.0,48.0,826.0,865.0,1000.0,14003141.0,Crime|Drama|Thriller,4598,4837,29.0,English,USA,R,7000000.0,1999.0,6.1,2.35,375
3493,Color,Sam Mendes,750.0,143.0,0.0,393.0,563.0,883.0,304360277.0,Action|Adventure|Thriller,522048,2039,1498.0,English,UK,PG-13,200000000.0,2012.0,7.8,2.35,80000
3494, Black and White,Rob Zombie,202.0,105.0,0.0,303.0,340.0,1000.0,12583510.0,Horror,60709,2444,922.0,English,USA,R,7000000.0,2003.0,6.0,1.85,0
3495,Color,Sharron Miller,8.0,79.0,0.0,23.0,29.0,246.0,49273374.48434442,Horror,440,345,21.0,English,USA,PG,350000.0,1978.0,4.1,2.108651610017889,44
3496,Color,Ethan Coen,341.0,106.0,1000.0,98.0,105.0,816.0,9190525.0,Comedy|Drama,102125,1120,324.0,English,USA,R,7000000.0,2009.0,7.0,1.85,10000
3497,Color,Aaron Schneider,160.0,100.0,11.0,970.0,3000.0,13000.0,9176553.0,Drama|Mystery,19147,19330,97.0,English,USA,PG-13,7500000.0,2009.0,7.1,2.35,0
3498,Color,Steve Miner,31.0,103.0,49.0,304.0,554.0,687.0,9094451.0,Action|Fantasy|Horror|Thriller,11668,1990,79.0,English,USA,R,7000000.0,1989.0,6.2,1.85,0
3499,Color,Gina Prince-Bythewood,71.0,116.0,107.0,658.0,664.0,893.0,14612840.0,Drama|Music,11191,3110,37.0,English,USA,PG-13,7000000.0,2014.0,6.9,2.108651610017889,0
3500,Color,Tom Ford,281.0,99.0,192.0,292.0,343.0,14000.0,9166863.0,Drama|Romance,83182,14816,247.0,English,USA,R,7000000.0,2009.0,7.6,2.35,16000
3501,Color,Martin Scorsese,114.0,164.0,17000.0,159.0,618.0,883.0,8373585.0,Drama,39680,1934,308.0,English,USA,R,7000000.0,1988.0,7.6,1.85,0
3502,Color,Michael Corrente,72.0,96.0,30.0,407.0,412.0,761.0,7292175.0,Comedy|Drama|Romance,7736,2018,100.0,English,USA,R,7000000.0,1999.0,6.4,1.85,0
3503,Color,Gurinder Chadha,119.0,122.0,98.0,397.0,579.0,729.0,6601079.0,Comedy|Drama|Musical|Romance,17436,2321,276.0,English,UK,PG-13,7000000.0,2004.0,6.2,2.35,0
3504,Color,Phillip Noyce,74.0,94.0,176.0,46.0,93.0,116.0,6165429.0,Adventure|Biography|Drama|History,23486,312,249.0,Aboriginal,Australia,PG,6000000.0,2002.0,7.5,2.35,0
3505,Color,Don Michael Paul,25.0,93.0,70.0,442.0,585.0,692.0,5694308.0,Comedy|Sport,13815,3128,46.0,English,USA,PG-13,7000000.0,2007.0,2.0,1.85,446
3506,Color,Tony Maylam,39.0,96.0,6.0,38.0,192.0,206.0,5430822.0,Action|Crime|Horror|Sci-Fi|Thriller,8391,493,75.0,English,UK,R,7000000.0,1992.0,6.2,1.85,0
3508,Color,Mitch Davis,27.0,113.0,7.0,35.0,43.0,11000.0,4720371.0,Adventure|Biography|Drama,3203,11116,85.0,English,USA,PG,7000000.0,2001.0,6.5,1.85,650
3511,Color,David Mamet,158.0,99.0,342.0,501.0,518.0,1000.0,2344847.0,Drama|Sport,18561,2158,119.0,English,USA,R,7000000.0,2008.0,6.8,2.35,0
3512,Color,Jay Duplass,223.0,91.0,157.0,224.0,259.0,490.0,7455447.0,Comedy|Drama|Romance,29967,1136,126.0,English,USA,R,7000000.0,2010.0,6.3,1.85,0
3513,Color,Kevin Brodie,25.0,100.0,0.0,359.0,476.0,655.0,2148212.0,Drama|Family,781,1906,20.0,English,USA,PG,7000000.0,1999.0,6.3,1.85,157
3514,Color,Paul Schrader,97.0,105.0,261.0,617.0,658.0,783.0,2062066.0,Biography|Crime|Drama,11387,2684,147.0,English,USA,R,7000000.0,2002.0,6.6,1.85,357
3515,Color,George Hickenlooper,117.0,99.0,60.0,628.0,787.0,4000.0,1654367.0,Biography|Drama,18355,6526,106.0,English,USA,R,7000000.0,2006.0,6.4,1.85,3000
3516,Color,Lynne Ramsay,389.0,112.0,159.0,77.0,294.0,3000.0,1738692.0,Drama|Thriller,95529,3547,301.0,English,UK,R,7000000.0,2011.0,7.5,2.35,38000
3517,Color,John Stephenson,9.0,100.0,0.0,149.0,627.0,2000.0,2209479.0,Drama|Family,844,2909,34.0,English,UK,PG,41280976.73635523,2013.0,5.8,2.108651610017889,962
3518,Color,Tim Chambers,34.0,99.0,2.0,455.0,690.0,1000.0,1889522.0,Drama|Sport,1119,2589,12.0,English,USA,G,7000000.0,2009.0,6.5,2.35,797
3519,Color,Curtis Hanson,7.0,100.0,161.0,172.0,422.0,10000.0,49273374.48434442,Comedy|Drama|Family,3114,11059,16.0,English,Canada,R,7000000.0,1983.0,4.8,2.108651610017889,168
3520,Color,Rodrigo García,161.0,125.0,127.0,798.0,941.0,6000.0,1110286.0,Drama|Romance,9727,8876,65.0,English,USA,R,4825000.0,2009.0,7.2,2.35,0
3521,Color,Dick Richards,6.0,107.0,6.0,375.0,750.0,963.0,1000000.0,Adventure|Drama|Romance|War,2215,2209,26.0,English,UK,PG,9000000.0,1977.0,6.3,1.85,122
3522,Color,Jean-Marie Poiré,16.0,107.0,8.0,39.0,54.0,106.0,700000.0,Comedy|Fantasy|Sci-Fi,24438,215,78.0,French,France,R,50000000.0,1993.0,7.0,2.35,0
3523,Color,Sofia Coppola,301.0,97.0,0.0,106.0,218.0,227.0,1768416.0,Comedy|Drama,35848,684,198.0,English,USA,R,7000000.0,2010.0,6.3,1.85,0
3524,Color,Bob Gosse,52.0,105.0,10.0,184.0,216.0,756.0,1425993.0,Comedy,7412,1417,72.0,English,USA,R,41280976.73635523,2009.0,5.3,2.35,0
3525,Color,Alex Zamm,12.0,95.0,43.0,611.0,788.0,1000.0,306715.0,Comedy,5143,5213,62.0,English,USA,PG-13,10000000.0,1998.0,2.3,1.85,724
3526,Color,Spencer Susser,134.0,106.0,58.0,973.0,20000.0,23000.0,382946.0,Drama,43965,44969,99.0,English,USA,R,7000000.0,2010.0,7.1,2.35,19000
3527,Color,Richard Shepard,151.0,93.0,47.0,13.0,524.0,554.0,518134.0,Comedy|Crime|Drama,21243,1105,66.0,English,UK,R,41280976.73635523,2013.0,6.2,2.35,0
3528,Color,Gus Van Sant,103.0,103.0,835.0,678.9718158347677,0.0,13000.0,236266.0,Adventure|Drama|Mystery,15104,13000,290.0,English,USA,R,3500000.0,2002.0,6.2,2.35,0
3529,Color,Thaddeus O'Sullivan,39.0,96.0,5.0,52.0,358.0,766.0,196067.0,Drama|Romance,1966,1251,25.0,English,UK,R,7000000.0,2002.0,6.7,1.85,97
3530,Color,Peter Sollett,133.0,103.0,6.0,935.0,1000.0,7000.0,532988.0,Biography|Drama|Romance,5863,9660,25.0,English,USA,PG-13,7000000.0,2015.0,6.5,1.85,0
3531,Color,Shari Springer Berman,104.0,108.0,30.0,281.0,403.0,474.0,453079.0,Comedy,4124,2029,29.0,English,USA,R,7000000.0,2010.0,5.9,2.35,916
3532, Black and White,Aleksey German,121.0,177.0,23.0,0.0,4.0,4.0,49273374.48434442,Drama|Sci-Fi,2518,8,28.0,Russian,Russia,Not Rated,7000000.0,2013.0,6.7,1.66,1000
3533,Color,Stephen Milburn Anderson,27.0,118.0,0.0,410.0,854.0,26000.0,46451.0,Comedy|Crime|Thriller,7663,27756,38.0,English,USA,R,7000000.0,2010.0,6.0,1.85,694
3534,Color,Richard E. Grant,49.0,97.0,554.0,530.0,838.0,876.0,233103.0,Drama,2670,2544,50.0,English,UK,R,7000000.0,2005.0,6.9,2.35,311
3535, Black and White,Troy Duffy,100.0,102.0,78.0,184.0,333.0,12000.0,49273374.48434442,Action|Crime|Thriller,197845,12680,876.0,English,Canada,R,7000000.0,1999.0,7.9,2.35,16000
3537,Color,Francis Ford Coppola,112.0,88.0,0.0,507.0,844.0,1000.0,49273374.48434442,Comedy|Fantasy|Horror|Mystery,8589,3150,70.0,English,USA,R,7000000.0,2011.0,4.8,1.85,0
3538,Color,Vladlen Barbe,10.0,80.0,0.0,26.0,62.0,99.0,49273374.48434442,Adventure|Animation|Family,1159,218,9.0,Russian,Russia,PG,7000000.0,2012.0,5.3,2.108651610017889,453
3540,Color,Clint Eastwood,38.0,115.0,16000.0,240.0,455.0,16000.0,41400000.0,Western,39451,17209,138.0,English,USA,R,6900000.0,1985.0,7.3,2.35,0
3542,Color,Richard Linklater,152.0,102.0,0.0,787.0,1000.0,14000.0,7993039.0,Comedy,120036,18643,408.0,English,USA,R,6900000.0,1993.0,7.7,1.85,10000
3543,Color,Kenny Ortega,44.0,111.0,197.0,578.0,632.0,755.0,49273374.48434442,Comedy|Drama|Family|Music|Musical|Romance,39786,3009,162.0,English,USA,TV-G,7000000.0,2007.0,4.8,1.78,586
3547,Color,Arie Posin,74.0,108.0,3.0,436.0,697.0,710.0,49526.0,Comedy|Drama,16299,2119,129.0,English,USA,R,6800000.0,2005.0,7.0,2.35,1000
3548,Color,Damian Nieman,25.0,101.0,0.0,83.0,83.0,240.0,10696.0,Crime|Thriller,10771,490,65.0,English,USA,R,6800000.0,2003.0,6.4,2.35,413
3549,Color,Mark Tonderai,224.0,101.0,13.0,261.0,924.0,34000.0,31607598.0,Drama|Horror|Thriller,58366,35717,160.0,English,Canada,PG-13,6900000.0,2012.0,5.6,2.35,10000
3550,Color,Denis Villeneuve,226.0,139.0,777.0,58.0,66.0,131.0,6857096.0,Drama|Mystery|War,80429,343,156.0,French,Canada,R,6800000.0,2010.0,8.2,1.85,37000
3551,Color,Gabriele Muccino,36.0,125.0,125.0,11.0,29.0,60.0,223878.0,Comedy|Drama|Romance,3548,132,21.0,Italian,Italy,R,5000000.0,2003.0,6.5,2.35,282
3552,Color,Ian Fitzgibbon,54.0,88.0,11.0,415.0,418.0,1000.0,828.0,Action|Comedy|Crime|Drama|Romance|Thriller,5133,2728,31.0,English,Ireland,R,41280976.73635523,2009.0,6.4,2.35,663
3553,Color,José Padilha,142.0,115.0,294.0,15.0,39.0,585.0,8060.0,Action|Crime|Drama|Thriller,81644,666,107.0,Portuguese,Brazil,R,4000000.0,2007.0,8.1,1.85,11000
3554,Color,John R. Leonetti,271.0,99.0,40.0,300.0,421.0,1000.0,84263837.0,Horror|Mystery,81699,2323,291.0,English,USA,R,6500000.0,2014.0,5.4,2.35,45000
3555,Color,Rachel Perkins,33.0,88.0,3.0,38.0,46.0,46.0,110029.0,Comedy|Drama|Musical,1388,225,31.0,English,Australia,PG-13,6500000.0,2009.0,6.3,2.35,479
3556,Color,John Singleton,64.0,112.0,309.0,15.0,26.0,27.0,57504069.0,Crime|Drama,94139,106,183.0,English,USA,R,6000000.0,1991.0,7.8,1.85,0
3557,Color,Luis Valdez,18.0,108.0,7.0,51.0,63.0,699.0,54215416.0,Biography|Drama|Music,21409,936,63.0,English,USA,PG-13,6500000.0,1987.0,6.8,1.85,0
3558,Color,Alan Alda,6.0,107.0,0.0,146.0,167.0,804.0,49273374.48434442,Comedy|Drama,3157,1285,33.0,English,USA,PG,41280976.73635523,1981.0,7.2,1.85,337
3559,Color,Brian De Palma,121.0,104.0,0.0,517.0,567.0,754.0,31899000.0,Mystery|Romance|Thriller,23986,2442,201.0,English,USA,X,6500000.0,1980.0,7.1,2.35,0
3560,Color,Stephen Sommers,14.0,108.0,208.0,689.0,827.0,876.0,24103594.0,Adventure|Comedy|Drama|Family,6384,4840,54.0,English,USA,PG,6500000.0,1993.0,6.2,1.85,391
3561,Color,Doug Liman,137.0,102.0,218.0,376.0,563.0,900.0,16842303.0,Comedy|Crime,59474,2475,418.0,English,USA,R,6500000.0,1999.0,7.3,2.35,0
3562,Color,Nicole Holofcener,111.0,88.0,132.0,180.0,230.0,435.0,13367101.0,Comedy|Drama|Romance,19715,1140,166.0,English,USA,R,6500000.0,2006.0,5.9,2.35,515
3563,Color,Robert Wise,57.0,115.0,338.0,45.0,112.0,116.0,49273374.48434442,Sci-Fi|Thriller,25857,394,171.0,English,USA,G,6500000.0,1971.0,7.2,2.35,0
3564,Color,Louis Morneau,97.0,91.0,38.0,91.0,461.0,730.0,10149779.0,Horror|Sci-Fi|Thriller,8294,1405,160.0,English,USA,PG-13,6500000.0,1999.0,3.6,2.35,342
3565,Color,Caroline Link,73.0,141.0,11.0,8.0,36.0,56.0,6173485.0,Biography|Drama,10672,105,84.0,English,Germany,R,7000000.0,2001.0,7.7,2.35,802
3566,Color,Steve McQueen,486.0,101.0,0.0,726.0,898.0,13000.0,4000304.0,Drama,145395,15230,375.0,English,UK,NC-17,6500000.0,2011.0,7.3,2.35,23000
3567,Color,Matthew Vaughn,149.0,105.0,905.0,466.0,594.0,27000.0,2338695.0,Crime|Drama|Thriller,134070,29277,263.0,English,UK,R,4000000.0,2004.0,7.4,2.35,0
3568,Color,Sterling Van Wagenen,4.0,100.0,0.0,266.0,373.0,1000.0,2024854.0,Drama|Western,564,1942,21.0,English,USA,PG-13,6500000.0,2005.0,6.6,2.35,19
3569,Color,Zal Batmanglij,200.0,116.0,129.0,782.0,918.0,10000.0,2268296.0,Drama|Thriller,41856,13180,119.0,English,UK,PG-13,6500000.0,2013.0,6.9,2.35,12000
3570,Color,Michael Mayer,84.0,97.0,15.0,874.0,986.0,18000.0,1029017.0,Drama|Romance,12049,21107,135.0,English,USA,R,6500000.0,2004.0,6.8,2.35,1000
3572,Color,Oren Moverman,217.0,105.0,38.0,706.0,712.0,12000.0,66637.0,Drama|Romance|War,29608,14462,92.0,English,USA,R,6500000.0,2009.0,7.2,2.35,0
3573,Color,Ian Sharp,12.0,102.0,9.0,368.0,433.0,1000.0,49273374.48434442,Action|Adventure|Drama|Western,2892,1904,18.0,English,New Zealand,R,6500000.0,2010.0,6.5,2.35,830
3574, Black and White,Anton Corbijn,183.0,122.0,210.0,471.0,631.0,845.0,871577.0,Biography|Drama|Music,51353,2614,143.0,English,UK,R,4500000.0,2007.0,7.7,2.35,13000
3575,Color,James Cameron,204.0,107.0,0.0,255.0,663.0,2000.0,38400000.0,Action|Sci-Fi,600266,3582,692.0,English,UK,R,6500000.0,1984.0,8.1,1.85,13000
3576, Black and White,Wolfgang Becker,153.0,121.0,31.0,43.0,51.0,65.0,4063859.0,Drama|Romance,114407,200,225.0,German,Germany,R,4800000.0,2003.0,7.7,1.85,11000
3577,Color,Tom Hooper,145.0,98.0,0.0,27.0,54.0,1000.0,449558.0,Biography|Drama|Sport,32307,1163,75.0,English,UK,R,10000000.0,2009.0,7.6,1.85,0
3578,Color,Dan O'Bannon,203.0,108.0,228.0,358.0,426.0,431.0,49273374.48434442,Comedy|Horror|Sci-Fi,39856,2020,300.0,English,USA,R,4000000.0,1985.0,7.3,1.85,0
3580,Color,Kevin Smith,93.0,123.0,0.0,781.0,898.0,1000.0,2122561.0,Comedy|Romance,99033,3254,434.0,English,USA,R,6000000.0,1995.0,7.2,1.85,0
3581,Color,Randal Kleiser,124.0,110.0,116.0,898.0,944.0,1000.0,181360000.0,Musical|Romance,170027,5127,350.0,English,USA,PG-13,6000000.0,1978.0,7.2,2.35,13000
3582,Color,Oliver Stone,120.0,120.0,0.0,576.0,854.0,40000.0,137963328.0,Drama|War,291603,42028,505.0,English,UK,R,6000000.0,1986.0,8.1,1.85,9000
3583,Color,Michael Moore,288.0,122.0,909.0,282.0,328.0,503.0,119078393.0,Documentary|Drama|War,113152,1448,1416.0,English,USA,R,6000000.0,2004.0,7.5,1.85,0
3584,Color,George Roy Hill,130.0,110.0,131.0,399.0,566.0,640.0,102308900.0,Biography|Crime|Drama|Western,152089,2169,309.0,English,USA,M,6000000.0,1969.0,8.1,2.35,0
3585,Color,Robert Stevenson,145.0,139.0,55.0,266.0,279.0,382.0,102300000.0,Comedy|Family|Fantasy|Musical,107408,2045,259.0,English,USA,Approved,6000000.0,1964.0,7.8,1.66,0
3586,Color,Robert Redford,62.0,124.0,0.0,535.0,553.0,2000.0,54800000.0,Drama,35130,5122,283.0,English,USA,R,6000000.0,1980.0,7.8,1.85,0
3587,Color,Frank Coraci,188.0,120.0,153.0,447.0,1000.0,1000.0,24004159.0,Action|Adventure|Comedy,68722,3175,191.0,English,USA,PG,110000000.0,2004.0,5.8,2.35,0
